ID,Name,Position,Company,Industry,Location,Company Size,Category,Price Range,Timeline,Review Summary,Rating,Review Date,Data Source
585,Klaus Middeler,CEO,GDA Mgmt. Cons. LLC,Consulting,United Arab Emirates,1-10 Employees,"UX/UI Design, Web Development",Confidential,Jan. - Mar. 2024,A management consulting company hired Digital Aptech to develop their website. The team was responsible for executing the website with graphics and recommending the UI/UX structure.,5,,Clutch
586,Wahid Raziullah,President,Home Media,Information technology,Sweden,1-10 Employees,"Application Management & Support, UX/UI Design, Web Development",Confidential,Aug. - Sep. 2023,Digital Aptech developed a new design for an Apple services company's new platform.,5,,Clutch
587,Neil McNulty,Owner,Consulting Firm,Media,Australia,1-10 Employees,Web Development,Confidential,June - Aug. 2023,A consulting firm hired Digital Aptech for web support. The team was tasked with modifying the notification system of the client's website.,5,,Clutch
588,Isheanesu Makambira,Technical Services Manager,Rainbow Tourism Group,eCommerce,Zimbabwe,"501-1,000 Employees","E-Commerce Development, Mobile App Development, UX/UI Design",Confidential,Aug. 2017 - Ongoing,Digital Aptech has developed a website for an online booking platform. The team has also created Android and iOS applications.,4.5,,Clutch
589,Yousuf Fakhruddin,Chief Executive Officer,Fakhruddin Properties,Real estate,United Arab Emirates,51-200 Employees,"Web Design, Web Development","$10,000 to $49,999",Jan. - Apr. 2025,"Kambda developed a custom website for a real estate company. The team implemented a responsive design and integrated various key features, such as map tools, image galleries, and a mortgage calculator.",5,,Clutch
590,Daniel Pryor,Owner,Engineer.Legal,IT Services,District of Columbia,1-10 Employees,Custom Software Development,"Less than $10,000",Mar. 2021 - Ongoing,"Using XML and D3 JavaScript, Kambda is assisting a software engineering firm in developing features for its standardized service. They're also shortening the time consumption in building the app.",5,,Clutch
591,Shirley Ramirez,IT Manager,Financial Services Company,Financial services,Costa Rica,51-200 Employees,"Mobile App Development, Web Development","$10,000 to $49,999",Apr. 2020 - May 2021,"Kambda was a financial services company’s app development partner. They built a software solution using Ruby on Rails, Angular, and PostgreSQL. They also maintained another app on React, .NET, and SQL Server.",4,,Clutch
592,Shirley Ramirez,IT Manager,Financial Services Company,Financial services,Costa Rica,51-200 Employees,"Mobile App Development, Web Development","$10,000 to $49,999",Apr. 2020 - May 2021,"Kambda was a financial services company’s app development partner. They built a software solution using Ruby on Rails, Angular, and PostgreSQL. They also maintained another app on React, .NET, and SQL Server.",4,,Clutch
593,Linus Twizell,Software Engineering Manager,Educational Services Provider,Education,United Kingdom,"501-1,000 Employees","Custom Software Development, Enterprise App Modernization, Low/No Code Development",Confidential,Aug. 2024 - Ongoing,Lionwood.software has created a suite of software packages using native Salesforce functionality for an educational services provider. Their tasks include replacement software delivery and testing.,4.5,,Clutch
594,badzinger sp. z o.o.,Owner,Badzinger Auto,Automotive,Ukraine,11-50 Employees,"API Development, Mobile App Development, Web Development",Confidential,May 2024 - Ongoing,Lionwood.software has built desktop and mobile applications for an automotive company. The team has built a user monitoring and tracking app and an order status tracking app that connects to the client's CRM.,5,,Clutch
595,Viktoriya Anikina,Partnership Manager,CodeIT,IT Services,Ukraine,51-200 Employees,"IT Staff Augmentation, IT Strategy Consulting, Web Development","$10,000 to $49,999",June 2023 - Ongoing,Lionwood.software provides software development services and conducts technical interviews for a product development company. They help create a Google Chrome extension for the client's healthcare project.,5,,Clutch
596,Ihor Mosiichuk,Marketing Manager,Smart Solutions,Human Resources,Ukraine,201-500 Employees,"IT Staff Augmentation, Web Development","$10,000 to $49,999",July 2022 - Nov. 2023,"LNOKS developed a mobile app for an IT solutions company. The team was responsible for implementing new features, app stabilization, and critical issue fixes.",5,,Clutch
597,Tatyana Domashovets,Owner,Fenix-plus,Other Industry,Ukraine,11-50 Employees,Custom Software Development,"$10,000 to $49,999",June 2019 - Ongoing,Lionwood.software has created a custom CRM to help a printing house manage their internal processes. They've used .NET and React to build the platform based on the provided design and connected it to SmartKasa.,5,,Clutch
598,Jonathan Himoff,Managing Director,Camden Live,"Arts, entertainment & music",United Kingdom,1-10 Employees,"Custom Software Development, Web Development","$50,000 to $199,999",Mar. 2019 - Ongoing,Lionwood.software is tasked by a media production platform with expanding their web app on WordPress. The client aimed to develop a new admin dashboard to create an update online and offline events.,5,,Clutch
599,Ava Greve,Chief of Customer Support,Dizmo AG,Software,Switzerland,11-50 Employees,Custom Software Development,Confidential,Oct. 2019 - Ongoing,Lionwood.software is helping a software company build a tool that allows users to allocate resources and tasks. They’re using JavaScript for the project.,5,,Clutch
600,Yuliia Mytsko,Product Owner,Lube Avto,Automotive,Ukraine,201-500 Employees,Custom Software Development,"$200,000 to $999,999",Dec. 2020 - Ongoing,Lionwood.software has been developing various mobile and web applications and software solutions for a car dealer. They’ve made several improvements on functionalities and added new features as per requests.,5,,Clutch
601,Anna Cegielska,QA & HR Department Head,Gate-Software Sp. z o.o.,IT Services,Poland,11-50 Employees,Custom Software Development,"$50,000 to $199,999",July 2021 - Ongoing,Lionwood.software provides custom software development for an e-commerce solution company. Their main objective is to create a web app using Angular and review codes.,5,,Clutch
602,Jonas Scherf,Online Marketing Manager,scoutbee,IT Services,Germany,51-200 Employees,Web Development,"$50,000 to $199,999",Mar. 2019 - Ongoing,"A tech startup partnered with Lionwood.software to provide web design, web development, and other general web services for their business.",5,,Clutch
603,Glenn Miseroy,CTO,LeadExpress,Software,Netherlands,11-50 Employees,Custom Software Development,"$50,000 to $199,999",Feb. 2020 - Ongoing,"Lionwood.software restructured a SaaS platform, focusing on frontend development and design. The team analyzed the structure and API before tackling the rebuild. Key technologies used were Angular and Python.",5,,Clutch
604,Ivan Nordgaimer,COO,Bytebrand Outsourcing AG,IT Services,Switzerland,51-200 Employees,Web Development,"$50,000 to $199,999",June 2018 - Ongoing,Lionwood.software provided WordPress and PHP specialists to set up a high load WordPress multisite. They migrated content and integrated the new site into an app using Node.js. The project is ongoing.,5,,Clutch
605,Kaspars Eglins,Board Member,KleinTech Services,Information technology,Latvia,11-50 Employees,Web Development,"$50,000 to $199,999",Aug. 2018 - Ongoing,"Lionwood.software provides ongoing web app services, developing new features from scratch, fixing bugs in front- and backends, and working with management systems. Much of their work is done in .NET.",5,,Clutch
606,Martyn Hughes,CEO,MetaverseME Ltd,Software,Malta,11-50 Employees,"Custom Software Development, Other Application Development, Web Development","$10,000 to $49,999",Dec. 2024 - Ongoing,Lionwood.software has developed and tested Web3 solutions for a Web3 development company. The team is responsible for prototyping custom solutions and testing several third-party SDKs.,4.5,,Clutch
607,Nazarii Petreshak,CTO,Keystone Seo Solution,Advertising & marketing,Ukraine,11-50 Employees,"Content Marketing, UX/UI Design, Web Development",Confidential,Apr. - May 2024,"Euristiq conducted a technical assessment of a website redesign for an SEO marketing studio. They provided detailed documentation, a roadmap, UI/UX design, and maintenance support.",5,,Clutch
608,Ivanna,Art Director,MFL Spa&Beauty Salon,Beauty & Cosmetics,Ukraine,1-10 Employees,"Web Design, Web Development","$10,000 to $49,999",Aug. 2019 - Ongoing,"Lionwood.software has designed and developed a website for a beauty salon. The goal has been to create a visually appealing, user-friendly, and responsive site.",5,,Clutch
609,Alexandra Menyaylo,Sales Manager,MetaProject,IT Services,Ukraine,11-50 Employees,IT Staff Augmentation,"Less than $10,000",July - Sep. 2022,Piogroup provided staff augmentation services for a software development company. The team provided additional iOS and Android developers to help the client on a complex mobile app project.,5,,Clutch
610,Margarita Nesterenko,Marketer,Elit-web,Advertising & marketing,Ukraine,201-500 Employees,"Graphic Design, UX/UI Design, Web Design",Confidential,June 2020 - Ongoing,"An internet marketing agency has hired Turum-burum for graphic design. The team is tasked with creating wireframes, UI/UX designs, and prototypes to illustrate the website's structure and performance.",5,,Clutch
611,Ken Christensen,CEO,Sunland,Software,Denmark,11-50 Employees,"Custom Software Development, IT Staff Augmentation","$50,000 to $199,999",Dec. 2022 - Ongoing,Lionwood.software provides staff augmentation to a software development company. Their developers work as part of the client's team to expand their capabilities and continuously deliver various projects.,5,,Clutch
612,Nataliya Kos,Head of Technology & Innovation,Software Development Company,IT Services,Ukraine,51-200 Employees,Web Development,Confidential,Jan. 2023 - Ongoing,Lionwood.software provides development staff augmentation services for a software development company. They've assessed the client's needs and placed a .NET developer on the team.,5,,Clutch
613,Sergey Snezar,CEO,Devmind,IT Services,Estonia,11-50 Employees,Custom Software Development,"$50,000 to $199,999",June 2019 - Ongoing,"A software development, consultancy, and integration company needed to develop backend software for a digital content distribution platform for a client. They hired Diffco to provide the necessary services.",5,,Clutch
